"EEC_MEASURE";"UNIT_MEASURE";"PCS";"SEX";"AGE";"EMPFORM";"EMPSTA";"EDUC";"IMMI";"WKTIME";"ACTIVITY";"UNDEREMP";"UNEMPDUR";"COMPOHALO";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"PTSATURDAY";"PT";"21";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;64.9
"PT_EMPFORM_IN_POPEMP";"PT";"20";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.1
"PT_IN_GS";"PT";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.4
"PT_EMPFORM_IN_POPEMP";"PT";"56";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;77.3
"PT_EDUC_IN_POPEMP";"PT";"63";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;40.7
"PT_EDUC_IN_POPEMP";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;26.6
"PT_IN_GS";"PT";"54";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;22.4
"PT_EDUC_IN_POPEMP";"PT";"52";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;14
"PT_IN_EMP";"PT";"5N";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;11
"PT_F_PCS";"PT";"43";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;77
"PT_EMPFORM_IN_POPEMP";"PT";"4_NP";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PTSATURDAY";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;30
"PTREMOTE";"PT";"65";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"35";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.8
"PTSUNDAY";"PT";"38";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;11.6
"PT_EMPFORM_IN_POPEMP";"PT";"31";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.2
"PTSATURDAY";"PT";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;48.7
"PTREMOTE";"PT";"35";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;34.7
"PT_EMPFORM_IN_POPEMP";"PT";"43";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.3
"PT_IN_GS";"PT";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;24.8
"PT_EMPFORM_IN_POPEMP";"PT";"37";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.4
"PT_EDUC_IN_POPEMP";"PT";"30";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.5
"PT_EDUC_IN_POPEMP";"PT";"46";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;25.9
"PT_EDUC_IN_POPEMP";"PT";"37";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.5
"PT_EMPFORM_IN_POPEMP";"PT";"4_NP";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"56";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;7.4
"PT_EDUC_IN_POPEMP";"PT";"46";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.8
"PT_EMPFORM_IN_POPEMP";"PT";"30";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.1
"PTEVENING";"PT";"60";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;21.7
"PTSUNDAY";"PT";"30";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;21.5
"PT_EMPFORM_IN_POPEMP";"PT";"40";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.6
"PTREMOTE";"PT";"67";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.4
"PTAUTO";"PT";"20";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;87.8
"PTEVENING";"PT";"38";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;31.1
"PT_EMPFORM_IN_POPEMP";"PT";"40";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.9
"PTREMOTE";"PT";"6N";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.2
"PT_EMPFORM_IN_POPEMP";"PT";"68";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.3
"PTSATURDAY";"PT";"5N";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;51.4
"PTREMOTE";"PT";"50";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.9
"DW_EMP";"HW";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;34.3
"PTREMOTE";"PT";"69";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.2
"PTREMOTE";"PT";"45";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;36.5
"PTNIGHT";"PT";"21";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.6
"PTSATURDAY";"PT";"63";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.9
"PTSUNDAY";"PT";"37";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;13.5
"PTEVENING";"PT";"37";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.8
"PT_IN_EMP";"PT";"63";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.9
"PT_EDUC_IN_POPEMP";"PT";"33";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.4
"PT_EDUC_IN_POPEMP";"PT";"53";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;41.7
"PT_EDUC_IN_POPEMP";"PT";"5Q";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;18.8
"PT_EMPFORM_IN_POPEMP";"PT";"38";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.2
"PT_EMPFORM_IN_POPEMP";"PT";"69";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.3
"PT_EDUC_IN_POPEMP";"PT";"48";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;11.1
"PT_EDUC_IN_POPEMP";"PT";"4_NP";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_F_PCS";"PT";"64";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.6
"PTAUTO";"PT";"69";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;35.1
"PTNIGHT";"PT";"53";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;51.3
"PT_EMPFORM_IN_POPEMP";"PT";"34";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.5
"PT_EMPFORM_IN_POPEMP";"PT";"62";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.6
"PTAUTO";"PT";"54";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;37.9
"PTNIGHT";"PT";"65";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;21.6
"PTREMOTE";"PT";"6_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"5N";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.9
"DW_EMP";"HW";"31";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;38.4
"PT_IN_GS";"PT";"60";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;100
"PT_EMPFORM_IN_POPEMP";"PT";"_X";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;5.9
"PT_EDUC_IN_POPEMP";"PT";"34";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0
"PT_EMPFORM_IN_POPEMP";"PT";"5Q";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;8.1
"PT_F_PCS";"PT";"22";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;51.1
"PT_EDUC_IN_POPEMP";"PT";"65";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28
"PT_EMPFORM_IN_POPEMP";"PT";"23";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.5
"PT_EMPFORM_IN_POPEMP";"PT";"63";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.6
"PT_IN_GS";"PT";"30";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;100
"PT_IN_GS";"PT";"45";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.5
"PT_EDUC_IN_POPEMP";"PT";"53";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;17.5
"PT_IN_EMP";"PT";"62";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.7
"PT_EMPFORM_IN_POPEMP";"PT";"69";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.9
"PT_EDUC_IN_POPEMP";"PT";"63";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;23.4
"PT_EDUC_IN_POPEMP";"PT";"38";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;14.5
"PT_EDUC_IN_POPEMP";"PT";"63";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;26.5
"PT_EDUC_IN_POPEMP";"PT";"31";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.1
"PT_EDUC_IN_POPEMP";"PT";"40";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;20.9
"PT_EMPFORM_IN_POPEMP";"PT";"_X";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;13.4
"PTREMOTE";"PT";"43";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.2
"PTEVENING";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;24
"PTREMOTE";"PT";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.4
"PTEVENING";"PT";"42";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;42.4
"DW_EMP";"HW";"50";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;31.5
"PTEVENING";"PT";"30";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;39.1
"PTEVENING";"PT";"21";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.9
"PTSUNDAY";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;14
"PT_EMPFORM_IN_POPEMP";"PT";"10";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.7
"PT_EMPFORM_IN_POPEMP";"PT";"42";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;69.9
"PT_EMPFORM_IN_POPEMP";"PT";"20";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.5
"PT_EMPFORM_IN_POPEMP";"PT";"60";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;7.3
"PT_IN_GS";"PT";"35";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.4
"PT_EMPFORM_IN_POPEMP";"PT";"55";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1
"PT_EMPFORM_IN_POPEMP";"PT";"4_NP";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"67";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28.8
"PT_EMPFORM_IN_POPEMP";"PT";"42";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;15
"PTREMOTE";"PT";"55";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.3
"PTNIGHT";"PT";"47";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;10.2
"PTEVENING";"PT";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;29.3
"PT_EMPFORM_IN_POPEMP";"PT";"_X";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.8
"PTSUNDAY";"PT";"31";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28.3
"PT_EMPFORM_IN_POPEMP";"PT";"56";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.1
"PTSATURDAY";"PT";"4_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"_T";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.1
"PTEVENING";"PT";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.3
"PT_EDUC_IN_POPEMP";"PT";"6_NP";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"65";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.9
"PT_EDUC_IN_POPEMP";"PT";"38";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;72.6
"PT_IN_GS";"PT";"6_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_IN_EMP";"PT";"46";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;7
"PT_EMPFORM_IN_POPEMP";"PT";"55";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.2
"PT_IN_GS";"PT";"69";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.6
"PT_EDUC_IN_POPEMP";"PT";"5N";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;31.8
"PT_IN_EMP";"PT";"30";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;23
"PT_IN_EMP";"PT";"54";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;5.6
"PT_EMPFORM_IN_POPEMP";"PT";"67";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;66.5
"PT_EMPFORM_IN_POPEMP";"PT";"34";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.6
"PT_EDUC_IN_POPEMP";"PT";"44";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"48";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.1
"PT_F_PCS";"PT";"_X";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;47.5
"PT_EDUC_IN_POPEMP";"PT";"33";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;72.6
"PT_IN_EMP";"PT";"22";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.8
"PT_EDUC_IN_POPEMP";"PT";"_X";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;11.2
"PTAUTO";"PT";"47";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;47.7
"PTREMOTE";"PT";"10";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"M";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"10";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0
"PTSUNDAY";"PT";"46";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;19.2
"PT_EMPFORM_IN_POPEMP";"PT";"5Q";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.5
"PT_EMPFORM_IN_POPEMP";"PT";"62";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.4
"PTNIGHT";"PT";"34";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;16.3
"PT_EMPFORM_IN_POPEMP";"PT";"63";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.4
"PT_EMPFORM_IN_POPEMP";"PT";"56";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.9
"PT_EDUC_IN_POPEMP";"PT";"64";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;5.1
"PT_EMPFORM_IN_POPEMP";"PT";"54";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.7
"PT_EMPFORM_IN_POPEMP";"PT";"68";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.7
"PT_IN_GS";"PT";"44";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_IN_EMP";"PT";"40";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;25.2
"PT_EDUC_IN_POPEMP";"PT";"6N";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.6
"PT_EDUC_IN_POPEMP";"PT";"37";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;68.4
"PT_EDUC_IN_POPEMP";"PT";"54";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;31.1
"PT_EMPFORM_IN_POPEMP";"PT";"_T";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;13.3
"PTREMOTE";"PT";"53";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.3
"PTREMOTE";"PT";"60";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.2
"PTSUNDAY";"PT";"_X";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;21.8
"PTEVENING";"PT";"34";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;53.4
"PTAUTO";"PT";"6_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PTNIGHT";"PT";"33";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;8.9
"PT_EMPFORM_IN_POPEMP";"PT";"64";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.5
"DW_EMP";"HW";"23";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;48.5
"PT_EMPFORM_IN_POPEMP";"PT";"44";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PTSUNDAY";"PT";"69";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;22.8
"PT_F_PCS";"PT";"54";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;82.5
"PT_EDUC_IN_POPEMP";"PT";"48";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.7
"PT_EDUC_IN_POPEMP";"PT";"20";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;14.3
"PT_EDUC_IN_POPEMP";"PT";"5N";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;25.6
"PT_IN_GS";"PT";"6N";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;30.9
"PT_EMPFORM_IN_POPEMP";"PT";"56";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.7
"PT_EMPFORM_IN_POPEMP";"PT";"44";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"5N";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28.5
"PT_EDUC_IN_POPEMP";"PT";"67";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.9
"PT_EMPFORM_IN_POPEMP";"PT";"62";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.9
"PTEVENING";"PT";"45";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;17.5
"PTSUNDAY";"PT";"63";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.9
"PT_EMPFORM_IN_POPEMP";"PT";"54";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.5
"PTAUTO";"PT";"22";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;86.5
"PT_EMPFORM_IN_POPEMP";"PT";"55";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.7
"PT_EMPFORM_IN_POPEMP";"PT";"37";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.2
"DW_EMP";"HW";"33";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.8
"PTEVENING";"PT";"43";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.9
